id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,download_avg,upload_avg,download_over_limit,churn,is_contract
C0001878,1,0,11.93,24,0.0,2.9,0.3,0,0,0
C0001893,1,1,8.38,46,0.0,10.8,0.9,0,1,0
C0001901,0,0,8.25,50,0.0,95.1,7.0,0,1,0
C0001915,1,0,11.09,15,0.0,0.0,0.0,0,1,0
C0001917,1,1,11.93,10,1.2,26.7,2.6,0,0,1
C0001934,0,0,7.29,14,0.0,10.2,0.8,0,1,0
C0001947,0,0,5.34,53,0.0,0.0,0.0,0,1,0
C0001950,1,1,11.93,15,1.66,2.8,0.2,0,0,1
C0001965,0,0,8.72,40,0.0,161.6,17.0,0,1,0
C0001966,0,0,5.52,13,0.0,0.0,0.0,0,1,0
C0001975,1,0,11.93,30,0.97,168.6,15.6,0,0,1
C0001977,1,0,7.81,24,0.0,12.2,1.0,0,1,0
C0002005,1,1,12.8,0,0.0,0.0,0.0,0,1,0
C0002008,0,0,11.93,56,0.0,1140.3,65.4,0,0,0
C0002017,1,1,6.29,14,0.0,0.0,0.0,0,1,0
C0002047,0,0,8.75,21,0.0,13.7,1.7,0,1,0
C0002097,1,1,5.62,0,0.0,0.0,0.0,0,1,0
C0002110,0,0,5.62,0,0.0,0.0,0.0,0,1,0
C0002116,0,0,6.42,0,0.0,0.0,0.0,0,1,0
C0002122,0,0,6.35,22,0.0,0.0,0.0,0,1,0
C0002135,0,0,6.24,11,0.0,0.0,0.0,0,1,0
C0002142,0,0,5.14,14,0.0,0.0,0.0,0,1,0
C0002202,0,0,7.22,14,0.0,0.0,0.0,0,1,0
C0002203,0,0,9.38,20,0.0,2.0,0.2,0,1,0
C0002238,0,0,7.82,8,0.0,0.0,0.0,0,1,0
C0002252,1,0,9.59,25,0.0,77.5,4.8,0,1,0
C0002290,1,0,8.27,22,0.0,96.1,5.7,0,1,0
C0002334,1,0,10.55,22,0.0,5.0,0.4,0,1,0
C0002371,0,0,5.64,14,0.0,0.0,0.0,0,1,0
C0002416,1,0,8.36,0,0.0,0.0,0.0,0,1,0
C0002499,0,0,6.54,0,0.0,0.0,0.0,3,1,0
C0002538,0,0,7.09,7,0.0,0.0,0.0,0,1,0
C0002567,1,1,11.93,59,0.46,78.2,36.4,0,0,1
C0002581,1,0,6.83,12,0.0,0.0,0.0,0,1,0
C0002587,1,1,9.23,20,0.0,0.0,0.0,0,1,0
C0002684,0,0,5.62,0,0.0,0.0,0.0,0,1,0
C0002705,0,0,5.62,0,0.0,0.0,0.0,0,1,0
C0002733,1,0,11.93,25,0.04,24.6,3.5,0,0,1
C0002760,0,0,10.24,0,0.0,0.0,0.0,0,1,0
C0002781,1,1,11.93,15,1.26,7.1,0.9,0,0,1
C0002790,1,0,9.96,29,0.0,18.5,4.0,0,1,0
C0002796,0,0,5.47,16,0.0,0.0,0.0,0,1,0
C0002839,1,1,11.93,21,1.74,111.9,6.6,0,0,1
C0002858,1,1,8.45,37,0.0,10.1,1.6,0,1,0
C0002882,0,0,7.04,13,0.0,0.0,0.0,0,1,0
C0002903,1,0,11.93,24,0.0,10.0,0.7,0,0,0
C0002926,1,1,11.93,34,1.68,265.7,18.4,0,0,1
C0002943,0,0,11.93,24,0.0,0.7,0.1,0,0,0
C0002945,0,0,5.7,0,0.0,0.0,0.0,0,1,0
C0002997,0,0,5.25,0,0.0,0.0,0.0,0,1,0
C0003017,1,1,11.7,24,0.0,0.0,0.0,0,1,0
C0003033,0,0,11.51,24,0.0,0.0,0.0,0,1,0
C0003061,1,0,5.51,0,0.0,0.0,0.0,0,1,0
C0003086,1,1,11.93,17,1.77,14.1,1.0,0,0,1
C0003121,1,0,10.19,14,0.0,29.0,2.0,0,1,0
C0003133,1,0,11.93,21,0.12,107.3,2.7,0,0,1
C0003175,0,0,6.26,13,0.0,0.0,0.0,0,1,0
C0003191,1,0,7.91,24,0.0,11.4,1.6,0,1,0
C0003196,0,0,5.62,0,0.0,0.0,0.0,0,1,0
C0003199,1,0,5.3,12,0.0,0.0,0.0,3,1,0
C0003210,1,1,11.93,15,1.65,5.2,0.2,0,0,1
C0003226,0,0,8.33,18,0.0,0.0,0.0,0,1,0
C0003233,0,0,9.06,20,0.0,0.0,0.0,0,1,0
C0003252,1,0,11.89,24,0.0,0.0,0.0,0,1,0
C0003267,1,0,7.85,5,0.0,0.0,0.0,0,1,0
C0003274,0,0,7.21,10,0.0,0.0,0.0,0,1,0
C0003288,0,0,7.31,14,0.0,2.5,0.2,0,1,0
C0003329,0,0,7.44,22,0.0,18.1,2.6,0,1,0
C0003374,0,0,5.34,0,0.0,0.0,0.0,0,1,0
C0003388,0,0,12.16,0,0.0,0.0,0.0,0,1,0
C0003410,1,1,11.93,15,1.32,68.8,3.9,0,0,1
C0003433,0,0,6.92,21,0.33,0.0,0.0,0,1,1
C0003448,1,1,10.56,0,0.0,0.0,0.0,0,1,0
C0003455,1,1,11.93,48,1.01,113.2,7.6,0,0,1
C0003473,0,0,5.53,0,0.0,0.0,0.0,0,1,0
C0003475,0,0,5.61,0,0.0,0.0,0.0,0,1,0
C0003476,1,0,8.95,42,0.0,37.6,5.6,0,1,0
C0003477,0,0,5.69,13,0.0,0.0,0.0,0,1,0
C0003488,1,0,11.93,22,1.06,11.4,0.5,0,0,1
C0003521,0,0,5.94,0,0.0,0.0,0.0,0,1,0
C0003531,0,0,5.47,0,0.0,0.0,0.0,0,1,0
C0003547,0,0,7.73,0,0.0,0.0,0.0,0,1,0
C0003634,0,0,5.69,0,0.0,0.0,0.0,0,1,0
C0003649,0,0,6.07,0,0.0,0.0,0.0,0,1,0
C0003707,0,0,7.47,0,0.0,0.0,0.0,0,1,0
C0003714,0,0,7.36,0,0.0,0.0,0.0,0,1,0
C0003733,0,0,8.32,0,0.0,0.0,0.0,0,1,0
C0003793,0,0,5.43,18,0.0,0.0,0.0,0,1,0
C0003861,0,0,6.46,0,0.0,0.0,0.0,0,1,0
C0003926,1,1,11.06,22,0.0,7.1,0.8,0,1,0
C0003964,1,0,8.49,0,0.0,0.0,0.0,0,1,0
C0004024,0,0,9.28,0,0.0,0.0,0.0,0,1,0
C0004032,0,0,6.45,14,0.0,0.0,0.0,0,1,0
C0004045,0,0,6.41,21,0.0,0.0,0.0,0,1,0
C0004082,1,0,11.02,0,0.0,0.0,0.0,0,1,0
C0004158,0,0,5.94,0,0.0,0.0,0.0,0,1,0
C0004259,1,1,8.78,20,0.0,3.0,0.5,0,1,0
C0004263,0,0,12.61,0,0.0,0.0,0.0,0,1,0
C0004271,1,1,12.44,21,0.0,4.8,0.1,0,1,0
C0004297,1,0,8.05,0,0.0,0.0,0.0,0,1,0
C0004347,0,0,5.69,0,0.0,0.0,0.0,0,1,0
C0004389,1,1,11.93,19,1.88,52.4,2.2,0,0,1
C0004424,0,0,5.61,0,0.0,0.0,0.0,0,1,0
C0004434,0,0,5.25,13,0.0,0.0,0.0,0,1,0
C0004448,1,0,7.65,0,0.0,19.3,5.2,0,1,0
C0004479,0,0,9.56,0,0.0,0.0,0.0,0,1,0
C0004518,0,0,5.98,0,0.0,0.0,0.0,0,1,0
C0004521,0,0,6.27,0,0.0,0.0,0.0,0,1,0
C0004522,0,0,10.06,0,0.0,0.0,0.0,0,1,0
C0004526,1,1,12.19,0,0.0,0.0,0.0,0,1,0
C0004537,0,0,5.61,0,0.0,0.0,0.0,0,1,0
C0004544,0,0,7.45,0,0.0,0.0,0.0,0,1,0
C0004556,0,0,9.99,0,0.0,0.0,0.0,0,1,0
C0004579,0,0,7.08,0,0.0,0.0,0.0,0,1,0
C0004612,0,0,9.57,0,0.0,0.0,0.0,0,1,0
C0004645,0,0,5.37,0,0.0,0.0,0.0,0,1,0
C0004667,0,0,7.08,0,0.0,0.0,0.0,0,1,0
C0004672,0,0,11.93,24,0.0,3.9,0.4,0,0,0
C0004674,0,0,7.32,20,0.0,14.2,0.6,0,1,0
C0004692,0,0,8.36,0,0.0,0.0,0.0,0,1,0
C0004700,1,1,6.28,24,0.0,0.0,0.0,0,1,0
C0004711,0,0,5.12,0,0.0,0.0,0.0,0,1,0
C0004781,1,1,11.92,10,1.26,23.6,1.7,0,0,1
C0004782,1,0,5.98,21,0.0,0.0,0.0,0,1,0
C0004785,1,1,11.92,32,0.99,0.0,0.0,0,0,1
C0004819,0,0,5.42,13,0.0,0.0,0.0,0,1,0
C0004828,0,0,7.87,0,0.0,0.0,0.0,0,1,0
C0004843,1,1,7.17,22,0.0,2.9,0.3,0,1,0
C0004877,0,0,9.55,0,0.0,0.0,0.0,0,1,0
C0004897,0,0,6.05,14,0.0,0.0,0.0,0,1,0
C0004941,0,0,10.19,0,0.0,0.0,0.0,0,1,0
C0004950,0,0,5.63,14,0.0,0.0,0.0,0,1,0
C0004967,1,0,7.77,0,0.0,0.0,0.0,0,1,0
C0004973,0,0,9.55,18,0.0,0.0,0.0,0,1,0
C0004985,1,0,6.14,12,0.0,0.0,0.0,0,1,0
C0005000,1,1,12.12,20,0.0,0.3,0.7,0,1,0
C0005110,0,0,5.85,14,0.0,0.0,0.0,0,1,0
C0005182,0,0,7.35,12,0.0,0.0,0.0,0,1,0
C0005194,1,1,6.55,14,0.0,0.0,0.0,0,1,0
C0005198,1,1,8.85,0,0.0,0.0,0.0,0,1,0
C0005225,1,1,11.92,24,0.0,37.0,5.8,0,0,0
C0005248,0,0,5.12,0,0.0,0.0,0.0,0,1,0
C0005292,1,1,6.03,0,0.0,0.0,0.0,0,1,0
C0005308,1,0,11.92,31,0.0,0.3,0.0,0,0,0
C0005325,1,1,11.92,24,0.0,0.1,0.0,0,0,0
C0005338,1,1,11.92,24,1.01,36.7,1.9,0,0,1
C0005347,0,0,5.56,0,0.0,0.0,0.0,0,1,0
C0005355,1,1,10.47,7,0.0,0.0,0.0,0,1,0
C0005422,1,1,11.92,16,1.79,34.2,2.3,0,0,1
C0005449,0,0,6.95,1,0.0,0.0,0.0,0,1,0
C0005472,0,0,9.72,8,0.0,6.5,0.6,0,1,0
C0005510,0,0,12.34,22,0.0,0.0,0.0,0,1,0
C0005516,1,0,11.17,33,0.0,0.0,0.0,0,1,0
C0005636,0,0,8.55,14,0.0,14.4,0.8,3,1,0
C0005660,1,0,8.82,21,0.0,3.3,0.3,0,1,0
C0005680,1,0,6.18,14,0.0,0.0,0.0,0,1,0
C0005684,1,0,8.98,24,0.0,27.1,9.4,0,1,0
C0005721,1,0,11.92,21,0.33,31.4,5.0,0,0,1
C0005746,1,1,10.09,59,0.0,27.1,23.9,0,1,0
C0005754,0,0,6.08,14,0.0,0.0,0.0,0,1,0
C0005767,1,0,6.37,14,0.0,0.0,0.0,0,1,0
C0005780,0,0,7.58,13,0.0,1.6,0.2,0,1,0
C0005786,1,0,11.92,19,1.78,30.3,1.3,0,0,1
C0005793,0,0,9.42,32,0.0,23.2,5.3,0,1,0
C0005872,1,0,11.92,21,1.93,125.2,6.6,0,0,1
C0005960,0,0,6.55,20,0.0,0.0,0.0,0,1,0
C0005969,1,0,11.89,0,0.0,0.0,0.0,0,1,0
C0006003,0,0,7.41,21,0.0,2.4,0.9,0,1,0
C0006009,0,0,5.28,0,0.0,0.0,0.0,0,1,0
C0006016,1,0,7.05,23,0.0,0.0,0.0,0,1,0
C0006034,0,0,8.32,12,0.0,4.9,0.6,0,1,0
C0006115,0,0,6.19,53,0.0,0.0,0.0,0,1,0
C0006147,1,0,7.32,21,0.0,2.9,0.1,0,1,0
C0006149,1,0,11.92,22,1.16,19.5,2.0,0,0,1
C0006171,1,1,12.76,10,0.57,22.3,4.4,0,1,1
C0006191,0,0,7.47,24,0.0,7.5,1.5,0,1,0
C0006192,1,0,8.52,19,0.0,0.0,0.0,0,1,0
C0006194,1,1,11.92,17,1.95,7.3,0.8,0,0,1
C0006202,0,0,5.37,15,1.86,0.0,0.0,0,1,1
C0006219,0,0,7.04,0,0.0,0.0,0.0,7,1,0
C0006222,1,0,6.84,0,0.0,0.0,0.0,0,1,0
C0006223,1,1,11.92,29,0.23,16.1,1.0,0,0,1
C0006231,1,1,11.92,20,0.37,134.6,7.3,0,0,1
C0006270,0,0,5.73,13,0.0,0.0,0.0,0,1,0
C0006277,0,0,10.36,18,0.0,0.0,0.0,0,1,0
C0006283,1,1,11.92,22,1.96,62.2,5.1,0,0,1
C0006303,0,0,7.25,13,0.0,0.0,0.0,0,1,0
C0006330,0,0,8.69,162,0.0,0.0,0.0,0,1,0
C0006347,0,0,11.92,66,0.01,370.4,14.8,0,0,1
C0006372,1,0,9.45,26,0.0,11.0,2.6,0,1,0
C0006390,1,0,11.92,25,0.21,1.9,0.1,0,0,1
C0006424,0,0,5.55,14,0.0,0.0,0.0,0,1,0
C0006492,1,0,11.42,22,0.0,15.5,1.2,0,1,0
C0006505,0,0,5.6,0,0.0,0.0,0.0,0,1,0
C0006517,1,0,9.03,20,0.0,2.1,0.4,0,1,0
C0006518,1,0,7.39,13,0.0,12.7,0.6,0,1,0
C0006556,1,0,8.55,20,0.0,30.8,2.6,0,1,0
C0006558,1,0,6.48,35,0.0,0.0,0.0,0,1,0
C0006572,0,0,5.44,14,0.0,0.0,0.0,0,1,0
C0006597,0,0,5.25,13,0.0,0.0,0.0,0,1,0
C0006614,0,0,5.85,22,0.0,0.0,0.0,0,1,0
C0006617,1,1,11.13,17,0.0,2.5,0.1,0,1,0
C0006640,1,0,11.92,22,0.07,64.1,7.1,0,0,1
C0006689,1,0,11.74,24,0.0,60.2,3.3,0,1,0
C0006691,0,0,5.77,14,0.0,0.0,0.0,0,1,0
C0006727,0,0,5.6,0,0.0,0.0,0.0,0,1,0
C0006777,1,1,10.8,21,0.0,8.0,1.3,0,1,0
C0006787,1,0,9.95,32,0.0,5.6,0.3,0,1,0
C0006846,1,1,11.92,71,1.16,86.3,2.9,0,0,1
C0006848,0,0,5.6,0,0.0,0.0,0.0,0,1,0
C0006851,1,0,11.92,22,1.44,70.2,2.5,0,0,1
C0006861,0,0,10.09,20,0.0,0.0,0.0,0,1,0
C0006862,0,0,10.46,19,0.0,0.0,0.0,0,1,0
C0006864,1,0,5.79,14,0.0,0.0,0.0,0,1,0
C0006891,1,0,8.35,0,0.0,0.0,0.0,0,1,0
C0006956,0,0,5.64,20,0.0,0.0,0.0,0,1,0
C0006993,0,0,11.36,56,0.0,0.0,0.0,0,1,0
C0007001,1,0,6.57,21,0.0,0.0,0.0,0,1,0
C0007003,0,0,5.33,13,0.0,0.0,0.0,0,1,0
C0007014,1,0,8.1,75,0.0,39.4,1.7,0,1,0
C0007027,1,0,10.39,21,0.0,0.0,0.0,0,1,0
C0007041,0,0,9.19,20,0.0,0.0,0.0,0,1,0
C0007057,1,1,11.92,20,0.46,105.7,7.9,0,0,1
C0007083,0,0,5.6,0,0.0,0.0,0.0,0,1,0
C0007100,0,0,10.89,0,0.0,0.0,0.0,0,1,0
C0007115,1,1,11.92,65,0.15,22.5,1.0,0,0,1
C0007150,0,0,5.29,0,0.0,0.0,0.0,0,1,0
C0007155,0,0,5.93,0,0.0,0.0,0.0,0,1,0
C0007166,0,0,7.71,14,0.0,2.0,0.5,0,1,0
C0007174,0,0,11.92,12,0.0,2.9,0.1,2,0,0
C0007203,0,0,5.6,0,0.0,0.0,0.0,0,1,0
C0007245,1,0,6.56,0,0.0,0.0,0.0,0,1,0
C0007302,0,0,5.28,43,0.0,0.0,0.0,0,1,0
C0007352,1,1,12.3,0,0.0,0.0,0.0,0,1,0
C0007358,1,0,11.92,21,0.49,33.5,11.2,0,0,1
C0007369,0,0,6.7,23,0.53,0.0,0.0,0,1,1
C0007392,0,0,11.92,25,0.21,22.0,0.8,0,0,1
C0007428,1,1,11.92,19,1.78,62.7,5.7,0,0,1
C0007452,1,0,8.96,20,0.0,0.0,0.0,0,1,0
C0007465,1,1,5.22,13,0.0,0.0,0.0,0,1,0
C0007495,0,0,5.34,13,0.0,0.0,0.0,0,1,0
C0007502,1,1,10.95,0,0.0,0.0,0.0,0,1,0
C0007537,0,0,5.62,10,0.0,0.0,0.0,0,1,0
C0007560,1,0,11.91,22,1.28,35.8,2.1,0,0,1
C0007568,0,0,8.09,12,0.0,1.5,0.2,0,1,0
C0007592,0,0,5.84,15,0.0,0.0,0.0,0,1,0
C0007607,0,0,11.91,24,0.0,120.3,10.0,0,0,0
C0007650,1,0,6.71,23,0.0,0.0,0.0,0,1,0
C0007674,0,0,7.62,23,0.0,1.5,0.2,0,1,0
C0007690,0,0,8.44,19,0.0,1.7,0.3,0,1,0
C0007695,1,0,11.91,20,1.3,34.2,5.1,0,0,1
C0007696,0,0,5.6,0,0.0,0.0,0.0,0,1,0
C0007714,1,1,11.91,10,1.13,7.5,1.1,0,0,1
C0007778,0,0,5.44,13,0.0,0.0,0.0,0,1,0
C0007813,0,0,7.23,23,0.0,4.2,0.3,0,1,0
C0007829,0,0,6.88,24,0.0,0.0,0.0,0,1,0
C0007830,1,0,10.75,6,0.0,23.4,1.9,0,1,0
C0007877,0,0,5.47,21,0.0,0.0,0.0,0,1,0
C0007884,0,0,5.5,0,0.0,0.0,0.0,0,1,0
C0007916,0,0,7.62,23,0.0,0.5,0.0,0,1,0
C0007953,1,0,9.46,25,0.0,34.0,2.3,0,1,0
C0007967,1,0,11.05,30,0.0,115.1,7.0,0,1,0
C0007992,1,0,5.44,21,0.0,0.0,0.0,0,1,0
C0007994,1,1,11.8,22,1.17,51.4,6.5,0,0,1
C0008006,1,1,11.8,25,1.68,51.6,5.1,0,0,1
C0008011,1,1,11.8,57,0.0,156.0,12.8,0,0,0
C0008034,0,0,7.1,12,0.0,15.0,0.8,0,1,0
C0008036,1,0,7.15,0,0.0,0.3,0.0,0,1,0
C0008037,1,0,7.16,0,0.0,0.0,0.0,0,1,0
C0008058,1,1,11.79,20,0.54,56.4,5.4,0,0,1
C0008109,1,0,10.69,40,0.49,611.9,54.7,0,1,1
C0008134,1,0,8.34,18,0.0,11.2,0.6,0,1,0
C0008195,1,0,7.71,0,0.0,1.8,0.2,5,1,0
C0008230,1,1,11.76,25,0.1,10.6,0.8,0,0,1
C0008255,1,0,9.85,34,0.0,43.8,7.1,0,1,0
C0008332,1,0,10.81,33,0.0,7.7,1.2,0,1,0
C0008338,0,0,6.67,13,0.0,0.0,0.0,0,1,0
C0008346,1,0,11.74,3,0.0,4.3,0.3,1,0,0
C0008373,1,1,5.7,0,0.0,0.0,0.0,6,1,0
C0008404,1,0,10.9,22,0.0,44.3,5.2,0,1,0
C0008435,1,0,9.19,24,0.0,12.6,0.6,0,1,0
C0008444,0,0,5.81,13,0.0,0.0,0.0,0,1,0
C0008451,0,0,8.21,0,0.0,11.6,0.6,6,1,0
C0008461,0,0,5.34,12,0.0,0.0,0.0,0,1,0
C0008468,0,0,5.21,15,0.0,0.0,0.0,3,1,0
C0008483,1,1,5.81,0,0.0,0.0,0.0,6,1,0
C0008492,1,1,11.72,26,1.43,53.1,7.6,0,0,1
C0008510,1,1,11.72,21,0.1,22.4,3.0,0,0,1
C0008582,0,0,5.4,0,0.0,0.0,0.0,0,1,0
C0008589,1,0,5.91,14,0.0,0.0,0.0,0,1,0
C0008596,1,1,5.39,13,0.0,0.0,0.0,0,1,0
C0008607,0,0,8.56,40,0.0,38.6,3.0,0,1,0
C0008614,1,1,10.1,26,0.0,43.3,1.9,0,1,0
C0008668,0,0,8.46,20,0.0,5.1,0.4,0,1,0
C0008673,0,0,5.87,0,1.15,0.0,0.0,6,1,1
C0008688,0,0,5.98,0,0.0,0.0,0.0,6,1,0
C0008691,1,0,11.7,20,1.61,13.1,0.6,0,0,1
C0008697,1,1,11.7,19,1.93,38.4,3.1,0,0,1
C0008704,0,0,9.33,16,0.0,7.4,0.9,1,1,0
C0008713,0,0,4.84,12,0.0,0.0,0.0,0,1,0
C0008752,1,0,11.69,21,0.27,166.0,11.0,0,0,1
C0008763,1,0,5.72,23,0.0,0.0,0.0,0,1,0
C0008767,0,0,7.37,0,0.0,0.0,0.0,0,1,0
C0008770,0,0,5.32,17,0.0,0.0,0.0,0,1,0
C0008779,1,0,11.68,25,0.33,36.3,2.0,0,0,1
C0008835,1,0,11.86,17,0.0,17.3,1.3,0,1,0
C0008922,1,0,8.88,25,0.0,5.3,0.7,0,1,0
C0008929,1,0,8.91,24,0.0,2.4,0.1,0,1,0
C0008942,1,1,11.66,22,0.83,15.4,1.8,0,0,1
C0008958,1,1,11.65,21,0.43,22.3,1.6,0,0,1
C0008975,1,1,11.65,10,1.16,50.2,6.3,0,0,1
C0008983,0,0,5.25,14,0.0,0.0,0.0,0,1,0
C0008993,0,0,8.72,17,0.0,0.0,0.0,0,1,0
C0009003,1,1,11.64,15,1.13,108.3,5.6,0,0,1
C0009013,1,0,11.64,12,1.02,34.6,1.7,0,0,1
C0009017,0,0,11.64,24,0.0,6.2,0.4,0,0,0
C0009018,1,1,7.94,24,0.0,25.1,1.8,0,1,0
C0009061,1,0,11.62,79,1.86,70.2,9.0,0,0,1
C0009069,1,0,7.6,14,0.0,4.2,0.5,0,1,0
C0009080,1,0,11.62,20,0.76,13.6,0.9,0,0,1
C0009112,1,1,5.92,12,0.0,0.0,0.0,0,1,0
C0009115,1,0,11.61,21,0.09,21.8,2.8,0,0,1
C0009145,0,0,6.99,15,0.0,6.0,0.6,0,1,0
C0009157,1,1,11.6,21,0.44,44.3,3.1,0,0,1
C0009161,1,1,12.33,10,0.5,14.8,3.4,0,1,1
C0009167,1,1,11.6,15,1.64,15.0,1.3,0,0,1
C0009185,0,0,5.61,0,0.0,0.0,0.0,0,1,0
C0009192,1,0,5.76,13,0.0,0.0,0.0,0,1,0
C0009210,0,0,5.18,24,0.0,0.0,0.0,0,1,0
C0009211,1,0,11.59,20,1.0,69.6,4.1,0,0,1
C0009225,1,1,6.74,0,0.0,0.0,0.0,0,1,0
C0009232,1,1,11.59,10,1.17,16.2,0.9,0,0,1
C0009260,0,0,10.0,24,0.0,47.9,2.4,0,1,0
C0009269,1,1,6.3,0,0.0,0.0,0.0,0,1,0
C0009291,1,0,9.46,19,0.0,2.2,0.2,0,1,0
C0009388,1,0,6.57,13,0.0,0.0,0.0,0,1,0
C0009393,0,0,5.24,0,0.0,0.0,0.0,0,1,0
